id	QuestionType	AnswerResourceType	WhType	token	Limit	Comparative	Superlative	Person	Location	Organization	Misc	LWL	Vote	M5Rules	DecisionStump	Stacking	MultiScheme	GaussianProcesses	M5P	ZeroR	CVParameterSelection	AdditiveRegression	SimpleLinearRegression	MultilayerPerceptron	DecisionTable	IBk	KStar	REPTree	RandomSubSpace	RegressionByDiscretization	SMOreg	LinearRegression	Bagging
11	1	1	0	1	0	0	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6463090028202257	null	0.47456428800286066	0.5107343951093951	0.47072812944523473	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6655083492254545	0.6446750158921212
12	0	0	1	1	0	0	0	0	0	0	0	0.6046423361535591	0.6446750158921212	0.5613416825587879	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.5613416825587879	0.6446750158921212	0.6446750158921212	0.5196750158921212	null	0.42052533136347736	0.6030083492254545	0.4409518599630829	0.6046423361535591	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6030083492254545	0.6446750158921212
13	1	0	1	1	0	0	0	0	0	0	0	0.6046423361535591	0.6446750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212	0.5821750158921212	null	0.42771925923048215	0.6238416825587879	0.442687971074194	0.6254756694868925	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6238416825587879	0.6863416825587879	0.6446750158921212
14	0	1	1	1	0	0	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.5821750158921212	null	0.41901041666666666	0.5139571339090571	0.4393178730349783	0.6446750158921212	0.6134250158921212	0.6655083492254545	0.6446750158921212	0.6134250158921212	0.6238416825587879	0.6238416825587879
15	1	1	1	1	0	0	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6550916825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6550916825587879	0.6446750158921212	0.6446750158921212	0.5821750158921212	null	0.47776495000491076	0.45121058558558563	0.4267614396264004	0.6446750158921212	0.6134250158921212	0.6655083492254545	0.6446750158921212	0.5717583492254545	0.5925916825587879	0.6446750158921212
16	0	0	0	0	1	0	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.27340629601587313	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
17	1	0	0	0	1	0	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	null	0.35273406421559256	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6655083492254545	0.6655083492254545	0.6863416825587879
18	0	1	0	0	1	0	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	null	0.5211234872925157	0.5925916825587879	0.6238416825587879	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212
19	1	1	0	0	1	0	0	0	0	0	0	0.6030083492254545	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6238416825587879	null	0.4722790203559435	0.5925916825587879	0.6071750158921212	0.6446750158921212	0.5717583492254545	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212
20	0	0	1	0	1	0	0	0	0	0	0	0.6030083492254545	0.6446750158921212	0.5821750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	null	0.3212375158921212	0.5821750158921212	0.5821750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6238416825587879
21	1	0	1	0	1	0	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	null	0.41471323088225925	0.6030083492254545	0.5613416825587879	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6238416825587879	0.6863416825587879	0.6446750158921212
22	0	1	1	0	1	0	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	null	0.3762882149901381	0.5188913444353728	0.5613416825587879	0.6238416825587879	0.5955678730349784	0.6655083492254545	0.6446750158921212	0.5925916825587879	0.6134250158921212	0.6238416825587879
23	1	1	1	0	1	0	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.39870522041019224	0.5186447961119014	0.5613416825587879	0.6030083492254545	0.5955678730349784	0.6655083492254545	0.6446750158921212	0.6134250158921212	0.5925916825587878	0.6238416825587879
24	0	0	0	1	1	0	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	null	0.29423962934920644	0.6446750158921212	0.5178367805980034	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
25	1	0	0	1	1	0	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.48678519329641623	0.6238416825587879	0.5468546377408606	0.6254756694868925	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6655083492254545	0.6655083492254545	0.6863416825587879
26	0	1	0	1	1	0	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.43019723874431587	0.5772408053658055	0.5469186056357109	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212
27	1	1	0	1	1	0	0	0	0	0	0	0.6030083492254545	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	null	0.46113406627620673	0.5564074720324721	0.45630505252215775	0.6655083492254545	0.5717583492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212
28	0	0	1	1	1	0	0	0	0	0	0	0.5421423361535591	0.6446750158921212	0.5613416825587879	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.5613416825587879	0.6446750158921212	0.6446750158921212	0.5196750158921212	null	0.3824067592304821	0.5677519389690443	0.40569544970667265	0.6046423361535591	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.5821750158921212	0.6446750158921212
29	1	0	1	1	1	0	0	0	0	0	0	0.6046423361535591	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.5821750158921212	null	0.401951715370833	0.5469186056357109	0.42826489415111707	0.6254756694868925	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6655083492254545	0.6446750158921212
30	0	1	1	1	1	0	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.5405083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.5613416825587879	0.6446750158921212	0.6446750158921212	0.5405083492254545	null	0.4254154672423904	0.5566540203559435	0.39150502936999015	0.6446750158921212	0.6134250158921212	0.6655083492254545	0.6446750158921212	0.6134250158921212	0.5925916825587878	0.6238416825587879
31	1	1	1	1	1	0	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.5405083492254545	null	0.4624140728119283	0.5355741386991387	0.39150502936999015	0.6446750158921212	0.6134250158921212	0.6863416825587879	0.6446750158921212	0.5717583492254545	0.5967583492254546	0.6446750158921212
32	0	0	0	0	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
33	1	0	0	0	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.6019666825587878	0.6655083492254545	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6863416825587879	0.6863416825587879	0.6863416825587879
34	0	1	0	0	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6655083492254545	null	0.51753524915021	0.6134250158921212	0.6655083492254545	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212
35	1	1	0	0	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6863416825587879	null	0.5162031451093951	0.6342583492254545	0.6488416825587878	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212
36	0	0	1	0	0	1	0	0	0	0	0	0.6030083492254545	0.6446750158921212	0.5821750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	null	0.5407548975489259	0.6030083492254545	0.6030083492254545	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6446750158921212
37	1	0	1	0	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	null	0.5030083492254546	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6238416825587879	0.6863416825587879	0.6446750158921212
38	0	1	1	0	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6238416825587879	null	0.388957133909057	0.5955678730349784	0.605984539701645	0.6446750158921212	0.5955678730349784	0.6655083492254545	0.6446750158921212	0.6550916825587879	0.6238416825587879	0.6238416825587879
39	1	1	1	0	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6342583492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6342583492254545	0.6446750158921212	0.6446750158921212	0.6655083492254545	null	0.36855158730158727	0.574734539701645	0.6238416825587879	0.6238416825587879	0.5955678730349784	0.6655083492254545	0.6446750158921212	0.5717583492254545	0.5925916825587879	0.6446750158921212
40	0	0	0	1	0	1	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.5838090028202257	null	0.5821750158921212	0.6446750158921212	0.5369340028202257	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
41	1	0	0	1	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6655083492254545	null	0.4996781062930671	0.6655083492254545	0.5885213044075274	0.6254756694868925	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6863416825587879
42	0	1	0	1	0	1	0	0	0	0	0	0.6268178730349784	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6655083492254545	null	0.5419690714742202	0.5524010617760619	0.6030083492254545	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6134250158921212	0.6863416825587879	0.6446750158921212
43	1	1	0	1	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6655083492254545	null	0.45640521277856805	0.5524010617760619	0.49156146277856805	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6863416825587879	0.6446750158921212
44	0	0	1	1	0	1	0	0	0	0	0	0.5838090028202257	0.6446750158921212	0.5613416825587879	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.5613416825587879	0.6446750158921212	0.6446750158921212	0.5196750158921212	null	0.44922875988783834	0.6030083492254545	0.46178519329641626	0.6046423361535591	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.5821750158921212	0.6030083492254545	0.6446750158921212
45	1	0	1	1	0	1	0	0	0	0	0	0.6046423361535591	0.6446750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212	0.5821750158921212	null	0.33480568296476143	0.6446750158921212	0.4635213044075273	0.6046423361535591	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6863416825587879	0.6446750158921212
46	0	1	1	1	0	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.5613416825587879	null	0.45543925622050624	0.5347904672423903	0.4601512063683117	0.6238416825587879	0.6134250158921212	0.6655083492254545	0.6446750158921212	0.5925916825587879	0.6238416825587879	0.6238416825587879
47	1	1	1	1	0	1	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6550916825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6550916825587879	0.6446750158921212	0.6446750158921212	0.5821750158921212	null	0.4703698117760618	0.49287725225225226	0.44759477295973377	0.6446750158921212	0.6134250158921212	0.6863416825587879	0.6446750158921212	0.5925916825587879	0.5925916825587879	0.6446750158921212
48	0	0	0	0	1	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
49	1	0	0	0	1	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	null	0.6071750158921212	0.6655083492254545	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	0.6655083492254545	0.6863416825587879
50	0	1	0	0	1	1	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	null	0.5097790203559435	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.5925916825587879	0.6863416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
51	1	1	0	0	1	1	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6238416825587879	null	0.5189074720324721	0.6134250158921212	0.6280083492254546	0.6446750158921212	0.5717583492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
52	0	0	1	0	1	1	0	0	0	0	0	0.6030083492254545	0.6446750158921212	0.5821750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	null	0.48628524915021004	0.5677519389690443	0.5821750158921212	0.6446750158921212	0.6238416825587879	0.6238416825587879	0.6446750158921212	0.6238416825587879	0.6030083492254545	0.6446750158921212
53	1	0	1	0	1	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6863416825587879	null	0.4824215642155926	0.6446750158921212	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6863416825587879	0.6655083492254545	0.6446750158921212
54	0	1	1	0	1	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	null	0.4283715483234714	0.5394781294452348	0.5821750158921212	0.6238416825587879	0.5955678730349784	0.6446750158921212	0.6446750158921212	0.6134250158921212	0.6134250158921212	0.6238416825587879
55	1	1	1	0	1	1	0	0	0	0	0	0.6446750158921212	0.6446750158921212	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.4524010617760618	0.5394781294452348	0.5821750158921212	0.6030083492254545	0.5955678730349784	0.6655083492254545	0.6446750158921212	0.5717583492254545	0.5925916825587878	0.6446750158921212
56	0	0	0	1	1	1	0	0	0	0	0	0.6046423361535591	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.5838090028202257	null	0.5821750158921212	0.6446750158921212	0.5386701139313368	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212
57	1	0	0	1	1	1	0	0	0	0	0	0.6254756694868925	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.47452566726867684	0.6655083492254545	0.567687971074194	0.6254756694868925	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6655083492254545	0.6655083492254545	0.6863416825587879
58	0	1	0	1	1	1	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	null	0.4566654672423904	0.5772408053658055	0.5677519389690443	0.6446750158921212	0.5925916825587879	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6446750158921212	0.6446750158921212
59	1	1	0	1	1	1	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	null	0.41491250866250867	0.6134250158921212	0.4771383858554911	0.6655083492254545	0.5717583492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212
60	0	0	1	1	1	1	0	0	0	0	0	0.5838090028202257	0.6446750158921212	0.5613416825587879	0.5821750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.5613416825587879	0.6446750158921212	0.6446750158921212	0.5196750158921212	null	0.3591716249937469	0.5677519389690443	0.42652878304000597	0.6046423361535591	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.5821750158921212	0.6446750158921212
61	1	0	1	1	1	1	0	0	0	0	0	0.6046423361535591	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	null	0.3743437264430223	0.6446750158921212	0.4490982274844504	0.6046423361535591	0.6446750158921212	0.6655083492254545	0.6446750158921212	0.6655083492254545	0.6655083492254545	0.6446750158921212
62	0	1	1	1	1	1	0	0	0	0	0	0.6238416825587879	0.6446750158921212	0.5405083492254545	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6238416825587879	0.5613416825587879	0.6446750158921212	0.6446750158921212	0.5613416825587879	null	0.44198439510939513	0.5358206870226102	0.41233836270332347	0.6238416825587879	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.6134250158921212	0.5925916825587878	0.6238416825587879
63	1	1	1	1	1	1	0	0	0	0	0	0.6046423361535591	0.6446750158921212	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.6446750158921212	0.6030083492254545	0.6134250158921212	0.6446750158921212	0.6446750158921212	0.5613416825587879	null	0.45651129503415055	0.5394781294452348	0.41233836270332347	0.6446750158921212	0.6134250158921212	0.6655083492254545	0.6446750158921212	0.5925916825587879	0.5925916825587878	0.6446750158921212
