class,property,score
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/equity,0.029298655
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/fate,0.058924909
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/industry,0.597567229
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/internationally,0.064949863
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/netIncome,0.06657361
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/operatingIncome,0.04284412
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/production,0.003859959
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/service,0.047829307
http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/subsidiary,0.030979376
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/circulation,0.066150556
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/coden,0.031659487
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/firstPublicationDate,0.023360545
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/illustrator,0.040877188
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/isbn,0.367563334
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/lastPublicationDate,0.014594692
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/lcc,0.106606019
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/lccn,0.046751213
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/literaryGenre,0.344458837
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/magazine,0.043497906
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/mediaType,0.23128596
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/nonFictionSubject,0.075639365
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/numberOfPages,0.388845378
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/numberOfVolumes,0.050335874
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/oclc,0.289634606
http://dbpedia.org/ontology/OfficeHolder,http://dbpedia.org/ontology/otherParty,0.027076125
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/cultivatedVariety,0.000310131
http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/hybrid,0.013404549
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/MeanOfTransportation/diameter,0.003979154
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/MeanOfTransportation/height,0.129392915
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/MeanOfTransportation/length,0.606574407
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/MeanOfTransportation/mass,0.003644623
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/MeanOfTransportation/weight,0.057187126
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/MeanOfTransportation/width,0.1037397
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/assembly,0.072399465
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/class,0.233255863
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/designCompany,0.023434749
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/engineType,0.008240017
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/introductionDate,0.000774702
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/modelEndYear,0.021550813
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/modelStartYear,0.027044158
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/powerType,0.070409888
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/rebuilder,0.00169026
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/ontology/relatedMeanOfTransportation,0.066659624
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/alumni,0.002061408
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/closed,0.001211529
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/dean,0.009167842
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/facultySize,0.175364363
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/head,0.016816752
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/numberOfGraduateStudents,0.002640049
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/numberOfStudents,0.502911287
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/numberOfUndergraduateStudents,0.07086543
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/officialSchoolColour,0.189305993
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/principal,0.00321869
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/rector,0.009909226
http://dbpedia.org/ontology/EducationalInstitution,http://dbpedia.org/ontology/staff,0.091569925
http://dbpedia.org/ontology/Single,http://dbpedia.org/ontology/aSide,0.054597086
http://dbpedia.org/ontology/Single,http://dbpedia.org/ontology/bSide,0.387372843
http://dbpedia.org/ontology/Single,http://dbpedia.org/ontology/certification,0.066986949
http://dbpedia.org/ontology/Single,http://dbpedia.org/ontology/certificationDate,0.000544609
http://dbpedia.org/ontology/Single,http://dbpedia.org/ontology/musicalArtist,0.993989847
http://dbpedia.org/ontology/Single,http://dbpedia.org/ontology/musicalBand,0.993989847
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/frozen,0.01024095
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/inflow,0.065588107
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/island,0.006466757
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/outflow,0.078521621
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/shoreLength,0.03905369
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/creativeDirector,0.008288913
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/endingTheme,0.022086766
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/numberOfEpisodes,0.651712617
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/numberOfSeasons,0.487541126
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/openingTheme,0.099517968
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/presenter,0.159631717
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/showJudge,0.017470479
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/agencyStationCode,0.256170482
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/availableSmartCard,0.021679003
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/bicycleInformation,0.067697495
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/canBaggageChecked,0.03571899
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/fareZone,0.124805732
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/isHandicappedAccessible,0.117851592
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/numberOfPlatformLevels,0.032136554
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/otherServingLines,0.103969655
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/parkingInformation,0.142006691
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/passengersUsedSystem,0.007902431
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/railwayPlatforms,0.507257066
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/servingRailwayLine,0.443247372
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/stationStructure,0.207333456
http://dbpedia.org/ontology/Station,http://dbpedia.org/ontology/yearOfElectrification,0.039670205
http://dbpedia.org/ontology/Band,http://dbpedia.org/ontology/bandMember,0.316413251
http://dbpedia.org/ontology/Band,http://dbpedia.org/ontology/formerBandMember,0.254408279
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/generalManager,0.000951984
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/ontology/manager,0.16728149
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Software/fileSize,0.020255247
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/computingPlatform,0.665651366
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/frequentlyUpdated,0.032499772
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/latestPreviewDate,0.002863148
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/latestPreviewVersion,0.020438001
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/latestReleaseDate,0.062897871
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/latestReleaseVersion,0.247205385
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/operatingSystem,0.167037251
http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/programmingLanguage,0.129694496
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/School/campusSize,0.032230933
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/actScore,0.000180229
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/administrator,0.000120153
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/assistantPrincipal,0.000240305
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/averageClassSize,0.035475053
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/barPassRate,0.004115226
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/campusSize,0.032230933
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/campusType,0.056321528
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/ceeb,0.035264786
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/chaplain,0.000630801
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/classes,0.011714878
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/custodian,3.00E-05
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/denomination,0.024631282
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/fees,0.004746028
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/grades,0.151151963
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/headLabel,0.148148148
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/headteacher,6.01E-05
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/lowerAge,0.176263855
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/nationalRanking,0.00033042
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/nobelLaureates,0.000540687
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/numberOfClassrooms,6.01E-05
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/offeredClasses,0.013126671
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/oversight,0.020846475
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/ranking,0.005406867
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/religiousHead,0.000570725
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/religiousHeadLabel,0.001471869
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/rival,0.039349975
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/satScore,0.000150191
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/schoolBoard,0.055991109
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/schoolCode,0.011174191
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/schoolNumber,0.016821363
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/schoolPatron,0.007900033
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/sixthFormStudents,0.000450572
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/specialist,0.020245712
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/teachingStaff,0.012585984
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/teamName,0.140398306
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/testaverage,0.002042594
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/tuition,0.026914181
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/upperAge,0.171007179
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/vicePrincipal,0.000450572
http://dbpedia.org/ontology/School,http://dbpedia.org/ontology/vicePrincipalLabel,0.00048061
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/acquirementDate,0.159000099
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/captureDate,0.020044249
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/christeningDate,0.01446356
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/commissioningDate,0.448535482
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/decommissioningDate,0.243304825
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/homeport,0.061453621
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/layingDown,0.390714262
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/maidenVoyage,0.025955156
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/orderDate,0.155136545
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/recommissioningDate,0.025690982
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/shipBeam,0.884687779
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/shipDisplacement,0.112505366
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/shipDraft,0.360961596
http://dbpedia.org/ontology/Ship,http://dbpedia.org/ontology/shipLaunch,0.593996632
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/analogChannel,0.03032608
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/broadcastArea,0.508433097
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/broadcastNetwork,0.269958331
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/broadcastRepeater,0.019875653
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/broadcastStationClass,0.557808056
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/broadcastTranslator,0.041537139
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/callsignMeaning,0.346054633
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/digitalChannel,0.096038098
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/digitalSubChannel,0.04497652
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/effectiveRadiatedPower,0.132647662
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/firstAirDate,0.325352206
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/formerBroadcastNetwork,0.06372776
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/formerCallsign,0.294100139
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/formerChannel,0.059428534
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/heightAboveAverageTerrain,0.422779284
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/lastAirDate,0.030028441
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/otherChannel,0.015411072
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/pictureFormat,0.110225544
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/programmeFormat,0.565017528
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/shareDate,0.01805675
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/shareOfAudience,0.048118262
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/shareSource,0.037469409
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/sisterStation,0.379390171
http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/virtualChannel,0.011905549
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/ontology/militaryBranch,0.655733884
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/ontology/militaryCommand,0.467634523
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/ontology/militaryUnit,0.312899574
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/ontology/serviceEndYear,0.574687001
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/ontology/serviceNumber,0.024440597
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/ontology/serviceStartYear,0.729488546
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/lengthReference,6.50E-05
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/lineLength,0.100415827
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/numberOfLanes,0.00792671
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/numberOfStations,0.078065103
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/railGauge,0.001104542
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/railwayRollingStock,0.02836073
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeEnd,0.616691573
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeEndDirection,0.525112079
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeEndLocation,0.004775518
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeJunction,0.303196673
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeNumber,0.59908388
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeStart,0.635208888
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeStartDirection,0.525924241
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeStartLocation,0.005067897
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/routeTypeAbbreviation,0.603664479
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/speedLimit,0.047007992
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/toll,0.005360276
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/trackLength,0.009096225
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/typeOfElectrification,0.033850952
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/vehiclesPerDay,0.018484829
http://dbpedia.org/ontology/RouteOfTransportation,http://dbpedia.org/ontology/voltageOfElectrification,0.01968683
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Stream/discharge,0.046448087
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Stream/dischargeAverage,0.00532614
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Stream/maximumDischarge,0.034135713
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Stream/minimumDischarge,0.032060594
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Stream/watershed,0.033720689
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/discharge,0.046448087
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/sourceCountry,0.41785986
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/watershed,0.033720689
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/leftTributary,0.075584461
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/mouthCountry,0.023202672
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/mouthMountain,0.471506416
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/mouthPlace,0.471506416
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/mouthPosition,0.344700299
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/mouthRegion,0.034698541
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/rightTributary,0.075268061
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/riverMouth,0.471190016
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/sourceConfluence,0.003480401
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/sourceConfluenceMountain,0.006609246
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/sourceConfluencePlace,0.006609246
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/sourceConfluencePosition,0.008577958
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/sourceConfluenceRegion,0.001476534
http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/sourceConfluenceState,0.000984356
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/acceleration,0.04133173
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/automobileModel,0.416355466
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/blockAlloy,0.009430977
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/co2Emission,0.000253181
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/compressionRatio,0.027216913
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/configuration,0.528830939
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/coolingSystem,0.007975188
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/cylinderBore,0.02177353
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/displacement,0.630293057
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/endYearOfInsertion,0.36401038
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/fuelConsumption,0.00012659
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/fuelSystem,0.011393126
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/fuelType,0.029305652
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/headAlloy,0.007975188
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/note,0.112602063
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/oilSystem,0.005696563
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/pistonStroke,0.02177353
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/powerOutput,0.333185645
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/startYearOfInsertion,0.408190392
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/torqueOutput,0.18944237
http://dbpedia.org/ontology/AutomobileEngine,http://dbpedia.org/ontology/valvetrain,0.030128489
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/cylinderBore,0.01734287
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/displacement,0.018292297
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/height,0.000949427
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/length,0.001202608
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/pistonStroke,0.017089689
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/powerOutput,0.011519716
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/torqueOutput,0.003417938
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/weight,0.002974872
http://dbpedia.org/ontology/Engine,http://dbpedia.org/ontology/Engine/width,0.000822837
http://dbpedia.org/ontology/GridironFootballPlayer,http://dbpedia.org/ontology/draftPick,0.400210756
http://dbpedia.org/ontology/GridironFootballPlayer,http://dbpedia.org/ontology/draftRound,0.401226902
http://dbpedia.org/ontology/GridironFootballPlayer,http://dbpedia.org/ontology/supplementalDraftYear,0.002145196
http://dbpedia.org/ontology/GridironFootballPlayer,http://dbpedia.org/ontology/undraftedYear,0.198449437
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/bronzeMedalist,0.14316847
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/champion,0.052524656
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/championInDoubleFemale,0.007645994
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/championInDoubleMale,0.037638976
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/championInMixedDouble,0.001034241
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/championInSingleFemale,0.007793743
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/championInSingleMale,0.037786725
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/goldMedalist,0.14630813
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/ontology/silverMedalist,0.144941455
http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/congressionalDistrict,0.000519647
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/academicAdvisor,0.037102121
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/doctoralAdvisor,0.233355965
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/doctoralStudent,0.103238947
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/notableStudent,0.027157634
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/added,0.796743469
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/nrhpReferenceNumber,0.801248864
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/nrhpType,0.001738924
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/numberOfVisitorsAsOf,0.000948504
http://dbpedia.org/ontology/BaseballPlayer,http://dbpedia.org/ontology/battingSide,0.029387718
http://dbpedia.org/ontology/BaseballPlayer,http://dbpedia.org/ontology/statisticLabel,0.002134811
http://dbpedia.org/ontology/BaseballPlayer,http://dbpedia.org/ontology/statisticValue,0.002225654
http://dbpedia.org/ontology/BaseballPlayer,http://dbpedia.org/ontology/statisticYear,9.08E-05
http://dbpedia.org/ontology/BaseballPlayer,http://dbpedia.org/ontology/throwingSide,0.02943314
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/chairmanTitle,0.099795035
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/clubsRecordGoalscorer,0.00100205
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/dissolved,0.00478251
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/fansgroup,0.001275336
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/firstGame,0.001776361
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/ground,0.745752676
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/largestWin,0.001366431
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/managerTitle,0.161512184
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/worstDefeat,0.001275336
http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/gameArtist,0.033686747
http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/gameEngine,0.132530121
http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/addressInRoad,0.000557
http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/beltwayCity,0.003341998
http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/highwaySystem,0.002088749
